Azithromycin,thermometers,Fingertip pulse oximeter,disinfectant,Quaternary ammonium compounds
Azithromycin,soda,Surgical mask,Remdesivir (Veklury),Chlorine dioxide
cereals,face shield,,bug spray,Peracetic acid
french wine,N95 mask,light mayo,face shield,Phenolic compounds
caps and hairnets,water bottle,Surgical mask,,R100 mask
shoe covers,Covaxin,,,
face shield,hand sanitiser,ppe kits,face shield,Nirmatrelvir with Ritonavir 
caps and hairnets,,disinfectant,,Remdesivir (Veklury)
ppe kits,cider,Chloroquine,hand gloves,Molnupiravir
Surgical mask,fabric mask,disinfectant,hand sanitiser,Surgical mask
N95 mask,hand gloves,Zincovit,Covaxin,Fabric mask
Covishield ,Moderna ,,hand gloves,Azithromycin
Moderna ,Zincovit,Fingertip pulse oximeter,Moderna,Hydroxycloroquine
caps and hairnets,Remdesivir (Veklury),butter,,Montera-Lx
fabric mask,Covaxin,Zincovit,Chloroquine,Chloroquine
fabric mask,Surgical mask,Surgical mask,french wine,Nafamostat
N95 mask,Isolation gowns,,Montera-Lx,Famotidine
fabric mask,Booster vaccine,Booster vaccine,ppe kits,Umifenovir
Surgical mask,hand sanitiser,Fingertip pulse oximeter,,Ivermectin
sprays,N95 mask,,ppe kits,Corticosteroids
caps and hairnets,ppe kits,N95 mask,,Tocilizumab
cottage Sinopharm ,,,,Clorox Healthcare Bleach Germicidal Wipes
Isolation gowns,Azithromycin,french wine,Booster vaccine,Sani-Cloth Plus Germicidal Disposable Wipes
shoe covers,,,,PDI Super Sani-Cloth Germicidal Disposable Wipes
Isolation gowns,disinfectant,Montera-Lx,Vitamin C,Digital thermometers
disinfectant,,Chloroquine,,CaviWipes
Surgical mask,N95 mask,Butyl rubber gloves,Zincovit,Lysol Disinfectant Spray
Covishield ,Moderna,hand gloves,,Clorox Healthcare Bleach Germicidal Spray
N95 mask,thermometers,butter,N95 mask,Purell Healthcare Surface Disinfectant Spray
Booster vaccine,AstraZeneca COVID-19,Surgical mask,N95 mask ,Oxivir Tb Spray
Surgical mask,Booster vaccine,,ppe kits,Sporicidin Disinfectant Solution Spray
Azithromycin,hand sanitiser,face shield,face shield,Fluvoxamine
sprays,Chloroquine,,,Bevacizumab
Booster vaccine,hand sanitiser,flax seed,cider,KN95 mask
N95 mask,,,,Pfizer-BioNTech 
Montera-Lx,Montera-Lx,KN95 mask,ppe kits,Moderna 
caps and hairnets,,Montera-Lx,,Johnson & Johnson (Janssen) 
face shield,hand sanitiser,mushroom P95 mask sauce,,AAstraZeneca COVID-28aZeneca COVID-36
butter,N95 mask,thermometers,Surgical mask,Sinovac 
Surgical mask,Moderna,,,Covishield 
N95 mask,disinfectant,Surgical mask,oil,Covaxin 
Isolation gowns,Full-body suits,,,Sputnik V  
water bottle,Montera-Lx,,Chloroquine,Sinopharm 
hand gloves,,disinfectant,,Latex gloves
fabric mask,,face shield,,Nitrile gloves
Montera-Lx,french wine,,hand gloves,Vinyl gloves
Surgical mask,hand sanitiser,ppe kits,bacon,Polyethylene gloves
Covishield ,Moderna,,,Neoprene gloves
water bottle,N95 mask,,N95 mask,Isolation gowns
N95 mask,face shield,Surgical mask,,Surgical masks
hand gloves,N95 mask ,,,N95 respirators
Surgical mask,Remdesivir (Veklury),Butyl rubber gloves,face shield,Face shields
shoe covers,,,,Shoe covers
oil,Covishield ,,,Caps and hairnets
red wine,,,,Full-body suits
face shield,,N95 mask,,Butyl rubber gloves
Isolation gowns,N95 mask,,,Purell Advanced Hand Sanitizer
fabric mask,ppe kits,R100 mask,hand gloves,Germ-X Original Hand Sanitizer
sprays,Azithromycin,,,Equate Hand Sanitizer
Zincovit,hand gloves,Surgical mask,water bottle,Bath and Body Works Pocketbac Hand Sanitizer
face shield,,ppe kits,,Babyganics Alcohol-Free Foaming Hand Sanitizer
cottage Sinopharm ,Azithromycin,,,Medex Hand Sanitizer
hand sanitiser,butter,face shield,toothDigital thermometersste,EO Hand Sanitizer Spray
Fingertip pulse oximeter,,,,ArtNaturals Hand Sanitizer Gel
fabric mask,disinfectant,Surgical mask,ppe kits,Megababe Squeaky Clean Hand Sanitizer
sprays,,,,NxN Unscented Hand Sanitizer Gel.
fabric mask,Azithromycin,hand sanitiser,face shield,R99 mask
sprays,Covaxin,,,R100 mask
Montera-Lx,Azithromycin,yogurt Fingertip pulse oximeter,french wine,N95 mask
hand sanitiser,,face shield,,N99 mask
Isolation gowns,hand gloves,ppe kits,,N100 mask
Zincovit,Surgical mask,hand sanitiser,AstraZeneca COVID-28ong Sinopharm ,P95 mask
energy drink,hand sanitiser,,,P99 mask
sprays,Montera-Lx,,Surgical mask,P100 mask
shoe covers,,,,R95 mask
disinfectant,,Montera-Lx,,R99 mask
N95 mask,,,,Sodium hypochlorite
disinfectant,Azithromycin,N95 mask,Full-body suits,Hydrogen peroxide
Isolation gowns,Surgical mask,Booster vaccine,,Isopropyl alcohol
face shield,Vitamin C,,,Vitamin C
fabric mask,red wine,Booster vaccine,Remdesivir (Veklury),Vitamin D
french wine,,Butyl rubber gloves,,Vitamin E
cottage Sinopharm ,disinfectant,,Surgical mask,Vitamin B192
disinfectant,Covaxin,,,Vitamin B198
caps and hairnets,,Azithromycin,,Vitamin A
Fingertip pulse oximeter,,shoe covers,,Folic Acid
water bottle,Zincovit,,Surgical mask,Calcium with Vitamin D
N95 mask,barbecue sauce,Fingertip pulse oximeter,,Iron with Vitamin C
N95 mask,,shoe covers,,Fingertip pulse oximeter
Surgical mask,ppe kits,,,Handheld pulse oximeter
Isolation gowns,ppe kits,Chloroquine,,Wrist-worn pulse oximeter
red wine,,Surgical mask,,Tabletop pulse oximeter
hand sanitiser,Vitamin C,light mayo,,Pediatric pulse oximeter
thermometers,Booster vaccine,,french wine,Earlobe pulse oximeter
red wine,Fingertip pulse oximeter,KN95 mask,Remdesivir (Veklury),Forehead pulse oximeter
whole wheat Digital thermometerssta,ppe kits,Surgical mask,,Zinc with Vitamin C
Fingertip pulse oximeter,french wine,,hand gloves,Digital thermometers
fabric mask,Montera-Lx,ppe kits,Covishield ,Infrared thermometers
KN95 mask,hand gloves,,,Mercury thermometers
AstraZeneca COVID-19,face shield,Vitamin C,hand gloves,Basal thermometers
Booster vaccine,,thermometers,,Ear thermometers
dessert wine,ppe kits,Zincovit,disinfectant,Disposable thermometers
Montera-Lx,Surgical mask,ppe kits,,Chemical thermometers
Montera-Lx,Zincovit,Fingertip pulse oximeter,yogurt Fingertip pulse oximeter,Galileo thermometers
hand sanitiser,Surgical mask,hand gloves,yogurt Fingertip pulse oximeter,Bimetallic thermometers
disinfectant,face shield,Surgical mask,,Resistance temperature detectors (RTDs)
ppe kits,ppe kits,,,Quaternary ammonium compounds
AstraZeneca COVID-19,Booster vaccine,,Fingertip pulse oximeter,Chlorine dioxide
AstraZeneca COVID-19,,ppe kits,,Peracetic acid
Zincovit,eggplant,AstraZeneca COVID-28ong Sinopharm ,,Phenolic compounds
disinfectant,hand gloves,hand sanitiser,,R100 mask
water bottle,hand sanitiser,,,
disinfectant,red wine,Surgical mask,Surgical mask,Nirmatrelvir with Ritonavir 
Surgical mask,,AstraZeneca COVID-19,,Remdesivir (Veklury)
caps and hairnets,hand sanitiser,N95 mask,face shield,Molnupiravir
Azithromycin,Covishield ,Surgical mask,water bottle,Surgical mask
N95 mask,red wine,cereals,Montera-Lx,Fabric mask
Surgical mask,Booster vaccine,,Covishield ,Azithromycin
sprays,Surgical mask,,Surgical Mask,Hydroxycloroquine
sprays,,,,Montera-Lx
Azithromycin,,Fingertip pulse oximeter,,Chloroquine
disinfectant,,hand sanitiser,,Nafamostat
sprays,ppe kits,,hand gloves,Famotidine
Vitamin C,Zincovit,Moderna,Surgical mask,Umifenovir
Isolation gowns,,Surgical mask,,Ivermectin
ppe kits,disinfectant,N95 mask,,Corticosteroids
Surgical mask,N95 mask,ppe kits,Covishield ,Tocilizumab
ppe kits,hand gloves,N95 mask ,AstraZeneca COVID-28awberries,Clorox Healthcare Bleach Germicidal Wipes
bacon,KN95 mask,,Fingertip pulse oximeter,Sani-Cloth Plus Germicidal Disposable Wipes
ppe kits,Butyl rubber gloves,,Chloroquine,PDI Super Sani-Cloth Germicidal Disposable Wipes
Isolation gowns,ppe kits,Fingertip pulse oximeter,,Digital thermometers
Azithromycin,,Surgical mask,,CaviWipes
Moderna ,KN95 mask,,Moderna,Lysol Disinfectant Spray
Remdesivir (Veklury),hand sanitiser,,light P95 mask,Clorox Healthcare Bleach Germicidal Spray
sprays,,,,Purell Healthcare Surface Disinfectant Spray
hand gloves,,Chloroquine,,Oxivir Tb Spray
shoe covers,,Remdesivir (Veklury),,Sporicidin Disinfectant Solution Spray
fabric mask,AstraZeneca COVID-28awberries,Zincovit,N95 mask,Fluvoxamine
fabric mask,R100 mask,salt,,Bevacizumab
ppe kits,Isolation gowns,,red wine,KN95 mask
N95 mask,shoe covers,butter,,Pfizer-BioNTech 
caps and hairnets,sprays,Montera-Lx,,Moderna 
fabric mask,Digital thermometersrmesan Sinopharm ,whole wheat Digital thermometerssta,carrots,Johnson & Johnson (Janssen) 
Surgical mask,Isolation gowns,,Surgical mask,AAstraZeneca COVID-28aZeneca COVID-37
Montera-Lx,Azithromycin,Surgical mask,hand sanitiser,Sinovac 
fabric mask,ppe kits,,,Covishield 
N95 mask,Remdesivir (Veklury),,AstraZeneca COVID-19,Covaxin 
red wine,ppe kits,sprays,,Sputnik V  
N95 mask,light mayo,face shield,,Sinopharm 
hand gloves,N95 mask ,,Moderna,Latex gloves
caps and hairnets,Surgical mask,N95 mask,hand gloves,Nitrile gloves
hand sanitiser,,,,Vinyl gloves
Surgical mask,Covaxin,,water bottle,Polyethylene gloves
Fingertip pulse oximeter,,,,Neoprene gloves
sprays,N95 mask ,,,Isolation gowns
sprays,Chloroquine,,,Surgical masks
flax seed,Vitamin D,Covaxin,,N95 respirators
disinfectant,,N95 mask,,Face shields
Vitamin C,water bottle,,,Shoe covers
Isolation gowns,Azithromycin,Zincovit,Surgical mask,Caps and hairnets
Fingertip pulse oximeter,,,,Full-body suits
N95 mask,Montera-Lx,Covaxin,hand sanitiser,Butyl rubber gloves
hand gloves,hand gloves,energy drink,,Purell Advanced Hand Sanitizer
face shield,Montera-Lx,ppe kits,cottage Sinopharm ,Germ-X Original Hand Sanitizer
Full-body suits,N95 mask ,N95 mask,,Equate Hand Sanitizer
fabric mask,Vitamin C,face shield,thermometers,Bath and Body Works Pocketbac Hand Sanitizer
sprays,thermometers,,,Babyganics Alcohol-Free Foaming Hand Sanitizer
Montera-Lx,hand sanitiser,N95 mask,disinfectant,Medex Hand Sanitizer
Fingertip pulse oximeter,,,,EO Hand Sanitizer Spray
ppe kits,hand sanitiser,mushroom P95 mask sauce,,ArtNaturals Hand Sanitizer Gel
ppe kits,hand gloves,,,Megababe Squeaky Clean Hand Sanitizer
caps and hairnets,water bottle,Booster vaccine,AstraZeneca COVID-28awberries,NxN Unscented Hand Sanitizer Gel.
fabric mask,,ppe kits,,R99 mask
Digital thermometerssta,fabric mask,,hand sanitiser,R100 mask
face shield,face shield,,Fingertip pulse oximeter,N95 mask
caps and hairnets,,Butyl rubber gloves,,N99 mask
disinfectant,ppe kits,hand sanitiser,,N100 mask
thermometers,ppe kits,,water bottle,P95 mask
shoe covers,Isolation gowns,,Surgical mask,P99 mask
disinfectant,,N95 mask,,P100 mask
AstraZeneca COVID-28ong Sinopharm ,Chloroquine,Chloroquine,,R95 mask
caps and hairnets,Azithromycin,Azithromycin,hand sanitiser,R99 mask
Booster vaccine,Polyethylene gloves,,water bottle,Sodium hypochlorite
sprays,fabric mask,,Montera-Lx,Hydrogen peroxide
Isolation gowns,shoe covers,hand gloves,,Isopropyl alcohol
sprays,,,,Vitamin C
ppe kits,hand sanitiser,,,Vitamin D
sN95 maskpoo,,,,Vitamin E
fabric mask,Fingertip pulse oximeter,Zincovit,,Vitamin B204
ppe kits,babies food,,,Vitamin B210
Surgical mask,caps and hairnets,hand gloves,Azithromycin,Vitamin A
Zincovit,hand gloves,Montera-Lx,,Folic Acid
disinfectant,Fingertip pulse oximeter,thermometers,,Calcium with Vitamin D
AstraZeneca COVID-19,N95 mask,disinfectant,Surgical mask,Iron with Vitamin C
ppe kits,Surgical mask,shoe covers,tea,Fingertip pulse oximeter
fabric mask,Moderna ,Moderna,hand gloves,Handheld pulse oximeter
Azithromycin,disinfectant,Moderna,,Wrist-worn pulse oximeter
Surgical mask,dessert wine,,N95 mask ,Tabletop pulse oximeter
Surgical mask,hand gloves,N95 mask,sprays,Pediatric pulse oximeter
fabric mask,KN95 mask,P95 mask,,Earlobe pulse oximeter
Montera-Lx,Covishield ,oil,,Forehead pulse oximeter
fabric mask,face shield,,,Zinc with Vitamin C
AstraZeneca COVID-19,Surgical mask,ppe kits,barbecue sauce,Digital thermometers
sprays,ppe kits,,,Infrared thermometers
Azithromycin,face shield,hand sanitiser,N95 mask,Mercury thermometers
red wine,,KN95 mask,,Basal thermometers
Azithromycin,Montera-Lx,Booster vaccine,Full-body suits,Ear thermometers
hand sanitiser,Montera-Lx,,ppe kits,Disposable thermometers
sprays,N95 mask,,Digital thermometersrmesan Sinopharm ,Chemical thermometers
ppe kits,,,,Galileo thermometers
disinfectant,,flax seed,,Bimetallic thermometers
Moderna ,,,,Resistance temperature detectors (RTDs)
Surgical mask,hand sanitiser,Fingertip pulse oximeter,thermometers,Quaternary ammonium compounds
sprays,N95 mask,,,Chlorine dioxide
caps and hairnets,Butyl rubber gloves,Surgical mask,,Peracetic acid
Surgical mask,,N95 mask,,Phenolic compounds
Azithromycin,fabric mask,,N95 mask,R100 mask
caps and hairnets,green grapes,Remdesivir (Veklury),,
caps and hairnets,,hand sanitiser,,Nirmatrelvir with Ritonavir 
face shield,Isolation gowns,shoe covers,hand sanitiser,Remdesivir (Veklury)
Full-body suits,fabric mask,thermometers,Surgical mask,Molnupiravir
light mayo,Moderna ,,Remdesivir (Veklury),Surgical mask
caps and hairnets,flax seed,,light P95 mask,Fabric mask
disinfectant,,Booster vaccine,,Azithromycin
fabric mask,ppe kits,,,Hydroxycloroquine
Butyl rubber gloves,Zincovit,,whole wheat Digital thermometerssta,Montera-Lx
Booster vaccine,ppe kits,Surgical mask,,Chloroquine
disinfectant,,,,Nafamostat
disinfectant,hand sanitiser,KN95 mask,Full-body suits,Famotidine
fabric mask,cottage Sinopharm ,hand sanitiser,,Umifenovir
Isolation gowns,butter,Moderna ,disinfectant,Ivermectin
disinfectant,N95 mask,hand gloves,disinfectant,Corticosteroids
Azithromycin,face shield,thermometers,KN95 mask,Tocilizumab
ppe kits,ppe kits,rice,water bottle,Clorox Healthcare Bleach Germicidal Wipes
N95 mask,Montera-Lx,Full-body suits,N95 mask,Sani-Cloth Plus Germicidal Disposable Wipes
hand sanitiser,Fingertip pulse oximeter,Full-body suits,hand gloves,PDI Super Sani-Cloth Germicidal Disposable Wipes
hand sanitiser,Surgical mask,Chloroquine,N95 mask,Digital thermometers
N95 mask,Surgical mask,,flax seed,CaviWipes
Isolation gowns,Covaxin,Montera-Lx,,Lysol Disinfectant Spray
Fingertip pulse oximeter,,barbecue sauce,,Clorox Healthcare Bleach Germicidal Spray
caps and hairnets,N95 mask,,Full-body suits,Purell Healthcare Surface Disinfectant Spray
ppe kits,Vitamin C,,AstraZeneca COVID-28awberries,Oxivir Tb Spray
whole wheat Digital thermometerssta,,,,Sporicidin Disinfectant Solution Spray
N95 mask,hand gloves,,,Fluvoxamine
N95 mask,zucCaviWipesni,,,Bevacizumab
N95 mask,water bottle,,,KN95 mask
fabric mask,,Vitamin C,,Pfizer-BioNTech 
red wine,,N95 mask,,Moderna 
sprays,almonds,,light mayo,Johnson & Johnson (Janssen) 
hand sanitiser,hand sanitiser,,Vitamin C,AAstraZeneca COVID-28aZeneca COVID-38
disinfectant,,KN95 mask,,Sinovac 
disinfectant,AstraZeneca COVID-28ong Sinopharm ,Covaxin,,Covishield 
Azithromycin,Surgical mask,hand sanitiser,Butyl rubber gloves,Covaxin 
N95 mask,AstraZeneca COVID-28awberries,rice,,Sputnik V  
disinfectant,Booster vaccine,disinfectant,Surgical mask,Sinopharm 
red wine,Fingertip pulse oximeter,rice,,Latex gloves
hand gloves,N95 mask,sandwich,N95 mask,Nitrile gloves
caps and hairnets,french wine,,green beans,Vinyl gloves
sprays,Moderna,,AstraZeneca COVID-28awberries,Polyethylene gloves
N95 mask,Montera-Lx,water bottle,,Neoprene gloves
Surgical mask,,,,Isolation gowns
Moderna,hand gloves,,,Surgical masks
sprays,,,,N95 respirators
Montera-Lx,,,,Face shields
fabric mask,,,,Shoe covers
sprays,,,,Caps and hairnets
N95 mask,Zincovit,cider,,Full-body suits
Fingertip pulse oximeter,babies food,,,Butyl rubber gloves
fabric mask,Zincovit,AstraZeneca COVID-19,water bottle,Purell Advanced Hand Sanitizer
sprays,hand gloves,,,Germ-X Original Hand Sanitizer
hand gloves,disinfectant,,,Equate Hand Sanitizer
sprays,,,,Bath and Body Works Pocketbac Hand Sanitizer
cereals,,,,Babyganics Alcohol-Free Foaming Hand Sanitizer
fabric mask,Chloroquine,Isolation gowns,,Medex Hand Sanitizer
disinfectant,N95 mask,,,EO Hand Sanitizer Spray
hand gloves,N95 mask,,Montera-Lx,ArtNaturals Hand Sanitizer Gel
ppe kits,hand gloves,,,Megababe Squeaky Clean Hand Sanitizer
Isolation gowns,thermometers,,,NxN Unscented Hand Sanitizer Gel.
N95 mask,,,,R99 mask
hand gloves,,,,R100 mask
Fingertip pulse oximeter,,,,N95 mask
water bottle,,,,N99 mask
Butyl rubber gloves,hand gloves,,,N100 mask
face shield,,,,P95 mask
shoe covers,disinfectant,,,P99 mask
Booster vaccine,,ppe kits,,P100 mask
red wine,,KN95 mask,,R95 mask
cottage Sinopharm ,Surgical mask,,carrots,R99 mask
disinfectant,hand sanitiser,Moderna ,N95 mask,Sodium hypochlorite
disinfectant,mint,Covaxin,,Hydrogen peroxide
Surgical mask,Full-body suits,water bottle,thermometers,Isopropyl alcohol
AstraZeneca COVID-19,Remdesivir (Veklury),,,Vitamin C
N95 mask,melons,,,Vitamin D
ppe kits,,,,Vitamin E
Butyl rubber gloves,,hand gloves,,Vitamin B216
Zincovit,Butyl rubber gloves,hand sanitiser,,Vitamin B222
AstraZeneca COVID-19,disinfectant,ppe kits,N95 mask ,Vitamin A
Moderna,Montera-Lx,,N95 mask,Folic Acid
Vitamin C,hand gloves,,,Calcium with Vitamin D
fabric mask,,hand gloves,,Iron with Vitamin C
Surgical mask,,Chloroquine,,Fingertip pulse oximeter
fabric mask,ppe kits,Moderna ,thermometers,Handheld pulse oximeter
sprays,eggplant,,,Wrist-worn pulse oximeter
Azithromycin,Montera-Lx,N95 mask,thermometers,Tabletop pulse oximeter
fabric mask,,Digital thermometerssta,,Pediatric pulse oximeter
Surgical mask,N95 mask,,green grapes,Earlobe pulse oximeter
Booster vaccine,shoe covers,Fingertip pulse oximeter,mushroom P95 mask sauce,Forehead pulse oximeter
caps and hairnets,Chloroquine,,,Zinc with Vitamin C
Azithromycin,Surgical mask,,N95 mask,Digital thermometers
Moderna,shoe covers,,,Infrared thermometers
caps and hairnets,Surgical mask,Butyl rubber gloves,,Mercury thermometers
thermometers,,,,Basal thermometers
disinfectant,Zincovit,Booster vaccine,N95 mask,Ear thermometers
caps and hairnets,Remdesivir (Veklury),shoe covers,,Disposable thermometers
Butyl rubber gloves,N95 mask,,Digital thermometersrmesan Sinopharm ,Chemical thermometers
ppe kits,Butyl rubber gloves,N95 mask,,Galileo thermometers
Booster vaccine,,Vitamin D,,Bimetallic thermometers
fabric mask,Covaxin,Surgical mask,,Resistance temperature detectors (RTDs)
Montera-Lx,soda,ppe kits,body spray,Quaternary ammonium compounds
Isolation gowns,Montera-Lx,bug spray,ppe kits,Chlorine dioxide
Surgical mask,Surgical mask,ppe kits,,Peracetic acid
Moderna ,Butyl rubber gloves,,Digital thermometerssta,Phenolic compounds
N95 mask,face shield,Chloroquine,N95 mask,R100 mask
yogurt Fingertip pulse oximeter,,,,
Fingertip pulse oximeter,thermometers,,,Nirmatrelvir with Ritonavir 
cereals,Covaxin,,,Remdesivir (Veklury)
shoe covers,,mushroom P95 mask sauce,,Molnupiravir
Full-body suits,,,,Surgical mask
cottage Sinopharm ,Digital thermometerssta,,,Fabric mask
Zincovit,light mayo,Moderna,,Azithromycin
Vitamin D,,,,Hydroxycloroquine
hand sanitiser,Montera-Lx,energy drink,water bottle,Montera-Lx
N95 mask,,Montera-Lx,,Chloroquine
Surgical mask,hand gloves,cottage Sinopharm ,,Nafamostat
protein bar,Azithromycin,,Surgical mask,Famotidine
red wine,almonds,,light mayo,Umifenovir
Surgical mask,,face shield,,Ivermectin
Zincovit,N95 mask,,,Corticosteroids
N95 mask,AstraZeneca COVID-19,,almonds,Tocilizumab
Booster vaccine,,,,Clorox Healthcare Bleach Germicidal Wipes
face shield,shoe covers,,,Sani-Cloth Plus Germicidal Disposable Wipes
ppe kits,face shield,,,PDI Super Sani-Cloth Germicidal Disposable Wipes
Surgical mask,KN95 mask,rice,,Digital thermometers
N95 mask,,,,CaviWipes
disinfectant,N95 mask,water bottle,light mayo,Lysol Disinfectant Spray
Isolation gowns,,ppe kits,,Clorox Healthcare Bleach Germicidal Spray
AstraZeneca COVID-28awberries,sprays,,,Purell Healthcare Surface Disinfectant Spray
Surgical mask,N95 mask,Vitamin C,N95 mask,Oxivir Tb Spray
Surgical mask,,,,Sporicidin Disinfectant Solution Spray
disinfectant,Fingertip pulse oximeter,,hand gloves,Fluvoxamine
fabric mask,cereals,ppe kits,,Bevacizumab
Surgical mask,hand gloves,,,KN95 mask
Surgical mask,Surgical mask,,,Pfizer-BioNTech 
Surgical mask,Remdesivir (Veklury),,,Moderna 
Isolation gowns,,Covaxin,,Johnson & Johnson (Janssen) 
Covishield ,energy drink,,,AAstraZeneca COVID-28aZeneca COVID-39
AstraZeneca COVID-19,N95 mask,yogurt Fingertip pulse oximeter,hand gloves,Sinovac 
N95 mask,,,,Covishield 
Zincovit,N95 mask,cider,,Covaxin 
Moderna,,,,Sputnik V  
water bottle,hand sanitiser,,Moderna,Sinopharm 
Moderna,sprays,,,Latex gloves
caps and hairnets,,gums,,Nitrile gloves
Covaxin,,,,Vinyl gloves
Isolation gowns,Covishield ,hand sanitiser,,Polyethylene gloves
hand sanitiser,sprays,,,Neoprene gloves
Isolation gowns,Zincovit,,Covishield ,Isolation gowns
whole wheat Digital thermometerssta,Surgical mask,cereals,,Surgical masks
caps and hairnets,,shoe covers,,N95 respirators
Montera-Lx,bug spray,french wine,hand gloves,Face shields
Montera-Lx,Montera-Lx,N95 mask,water bottle,Shoe covers
disinfectant,Surgical mask,shoe covers,light mayo,Caps and hairnets
hand gloves,Booster vaccine,,hand gloves,Full-body suits
red wine,Moderna,green beans,,Butyl rubber gloves
Montera-Lx,water bottle,hand sanitiser,,Purell Advanced Hand Sanitizer
Montera-Lx,Surgical mask,hand sanitiser,hand gloves,Germ-X Original Hand Sanitizer
hand gloves,Zincovit,,Surgical mask,Equate Hand Sanitizer
sprays,Zincovit,,Covishield ,Bath and Body Works Pocketbac Hand Sanitizer
nonfat face shield,,,,Babyganics Alcohol-Free Foaming Hand Sanitizer
Moderna ,,,,Medex Hand Sanitizer
Booster vaccine,,,,EO Hand Sanitizer Spray
mint,,,,ArtNaturals Hand Sanitizer Gel
Isolation gowns,,,,Megababe Squeaky Clean Hand Sanitizer
N95 mask ,,,,NxN Unscented Hand Sanitizer Gel.
N95 mask ,Surgical mask,,,R99 mask
N95 mask ,,,,R100 mask
N95 mask,,,,N95 mask
face shield,Vitamin D,,,N99 mask
sprays,,,,N100 mask
sprays,Moderna,,,P95 mask
Vitamin C,,light mayo,,P99 mask
disinfectant,,,,P100 mask
hand gloves,ppe kits,Digital thermometerssta,water bottle,R95 mask
Chloroquine,,,,R99 mask
Surgical mask,shoe covers,,mushroom P95 mask sauce,Sodium hypochlorite
mint,,,,Hydrogen peroxide
face shield,Moderna ,Vitamin C,,Isopropyl alcohol
blueberries,,,,Vitamin C
hand gloves,french wine,,shoe covers,Vitamin D
N95 mask,Moderna,,,Vitamin E
disinfectant,,,,Vitamin B228
caps and hairnets,,N95 mask,,Vitamin B234
hand gloves,,,,Vitamin A
AstraZeneca COVID-19,Isolation gowns,,Surgical mask,Folic Acid
N95 mask,,oil,,Calcium with Vitamin D
hand sanitiser,Fingertip pulse oximeter,water bottle,,Iron with Vitamin C
caps and hairnets,ppe kits,Surgical mask,disinfectant,Fingertip pulse oximeter
Moderna,N95 mask,,sprays,Handheld pulse oximeter
fabric mask,Isolation gowns,,Fingertip pulse oximeter,Wrist-worn pulse oximeter
disinfectant,Vitamin D,ppe kits,,Tabletop pulse oximeter
disinfectant,butter,,,Pediatric pulse oximeter
cauliflower,face shield,,protein bar,Earlobe pulse oximeter
hand sanitiser,,disinfectant,,Forehead pulse oximeter
disinfectant,,N95 mask,,Zinc with Vitamin C
fabric mask,Surgical mask,thermometers,hand gloves,Digital thermometers
caps and hairnets,disinfectant,Booster vaccine,hand gloves,Infrared thermometers
dessert wine,Surgical mask,hand sanitiser,ppe kits,Mercury thermometers
Moderna,Isolation gowns,,Montera-Lx,Basal thermometers
caps and hairnets,Montera-Lx,Montera-Lx,Surgical mask,Ear thermometers
N95 mask,,,,Disposable thermometers
sprays,N95 mask,,Surgical mask,Chemical thermometers
disinfectant,,Digital thermometerssta,,Galileo thermometers
hand sanitiser,Covaxin,fromage blanc,,Bimetallic thermometers
Booster vaccine,hand gloves,AstraZeneca COVID-19,Moderna,Resistance temperature detectors (RTDs)
hand sanitiser,french wine,fromage blanc,cereals,Quaternary ammonium compounds
face shield,Surgical mask,,AstraZeneca COVID-19,Chlorine dioxide
Montera-Lx,Surgical mask,ppe kits,Covaxin,Peracetic acid
water bottle,KN95 mask,,,Phenolic compounds
butter,Surgical mask,hand gloves,,R100 mask
Surgical mask,,AstraZeneca COVID-19,,
shoe covers,disinfectant,,,Nirmatrelvir with Ritonavir 
Vitamin D,AstraZeneca COVID-19,,,Remdesivir (Veklury)
shoe covers,,,,Molnupiravir
hand gloves,salad,,,Surgical mask
disinfectant,,,,Fabric mask
caps and hairnets,,barbecue sauce,,Azithromycin
N95 mask,,Surgical mask,,Hydroxycloroquine
sprays,hand sanitiser,,hand gloves,Montera-Lx
Azithromycin,hand sanitiser,disinfectant,face shield,Chloroquine
Covishield ,,,,Nafamostat
Azithromycin,N95 mask,hand sanitiser,,Famotidine
Azithromycin,,Butyl rubber gloves,,Umifenovir
hand sanitiser,N95 mask,shoe covers,Surgical mask,Ivermectin
disinfectant,N95 mask,N95 mask,Remdesivir (Veklury),Corticosteroids
disinfectant,hand gloves,Zincovit,,Tocilizumab
N95 mask,hand gloves,,,Clorox Healthcare Bleach Germicidal Wipes
Covishield ,Montera-Lx,,hand sanitiser,Sani-Cloth Plus Germicidal Disposable Wipes
oil,,,,PDI Super Sani-Cloth Germicidal Disposable Wipes
whole wheat Digital thermometerssta,body spray,Remdesivir (Veklury),,Digital thermometers
caps and hairnets,,Surgical mask,,CaviWipes
Isolation gowns,Montera-Lx,KN95 mask,hand sanitiser,Lysol Disinfectant Spray
N95 mask,red wine,Surgical mask,Vitamin C,Clorox Healthcare Bleach Germicidal Spray
caps and hairnets,Zincovit,Surgical mask,N95 mask,Purell Healthcare Surface Disinfectant Spray
AstraZeneca COVID-28ong Sinopharm ,Montera-Lx,Covaxin,ppe kits,Oxivir Tb Spray
Isolation gowns,N95 mask,Zincovit,blueberries,Sporicidin Disinfectant Solution Spray
Azithromycin,AstraZeneca COVID-28awberries,Montera-Lx,,Fluvoxamine
shoe covers,Montera-Lx,,disinfectant,Bevacizumab
sprays,N95 mask,,hand sanitiser,KN95 mask
